Rank,Brand,Name,Latitude,Longitude,Address,POI_state,parlimen,dun,Tier,Points
CVS,myNEWS,myNEWS @ Paradigm Mall (LG Floor),3.1050837,101.5960481,"LG 36(P), LOWER GROUND FLOOR PARADIGM MALL, NO. 1, JALAN SS7/26A, KELANA JAYA, 47301 PETALING JAYA, SELANGOR",Selangor,P.105 Petaling Jaya,N.32 Seri Setia,2,2
CVS,myNEWS,myNEWS (Maru Kafe) @ Paradigm Mall (Basement Floor),3.1051171,101.5959701,"B8 & B9, ONE UTAMA SHOPPING CENTRE, BANDAR UTAMA, 47800 PETALING JAYA, SELANGOR",Selangor,P.105 Petaling Jaya,N.32 Seri Setia,2,2
CVS,myNEWS,myNEWS @ Seksyen U13 Setia Alam,3.1056932,101.4690456,"LOT E-16, NO. 1, SEKSYEN U13 JALAN SETIA DAGANG AL U13AL, SETIA ALAM, 40170 SHAH ALAM, SELANGOR",Selangor,P.108 Shah Alam,N.40 Kota Anggerik,2,2
CVS,myNEWS,SUPERVALUE @ Cheras Business Center (G Floor),3.1068447,101.7259197,"NO. 20-0-7, JALAN 2/101C, CHERAS BUSINESS CENTRE, 56100 KUALA LUMPUR, KUALA LUMPUR",Kuala Lumpur,P.123 Cheras,P.123 Cheras,2,2
CVS,myNEWS,myNEWS @ Tesco Extra Cheras,3.1068447,101.7259197,"LOT 43, TESCO EXTRA CHERAS, NO. 2, JALAN MIDAH 2, TAMAN MIDAH, CHERAS, 56000 KUALA LUMPUR, KUALA LUMPUR",Kuala Lumpur,P.123 Cheras,P.123 Cheras,2,2
CVS,myNEWS,myNEWS @ Tesco Shah Alam (G Floor),3.1070029,101.4446807,"LOT G7, GROUND FLOOR, TESCO SHAH ALAM, NO. 2, JALAN SETIA PRIMA SU13/3, SEKSYEN 13, SETIA ALAM, 40170 SHAH ALAM, SELANGOR",Selangor,,,2,2
CVS,myNEWS,myNEWS @ Centrio (G Floor),3.1070245,101.6658557,"LOT 1-6, GROUND FLOOR CENTRIO, NO. 1, JALAN PANTAI MURNI, PANTAI HILLPARK, 59200 KUALA LUMPUR, KUALA LUMPUR",Kuala Lumpur,P.121 Lembah Pantai,P.121 Lembah Pantai,2,2
CVS,myNEWS,myNEWS @ Setia City Mall (2nd Floor),3.108951,101.4613414,"LOT L2-07, SETIA CITY MALL, NO. 7, PERSIARAN SETIA DAGANG, BANDAR SETIA ALAM, SEKSYEN U13, 40170 KLANG, SELANGOR",Selangor,P.108 Shah Alam,N.40 Kota Anggerik,2,2
CVS,myNEWS,myNEWS (Maru Kafe) @ Setia City Mall (LG Floor),3.1094685,101.4602178,"LOT LG64, SETIA CITY MALL, NO. 7, PERSIARAN SETIA DAGANG, BANDAR SETIA ALAM, SEKSYEN U13, 40170 KLANG, SELANGOR",Selangor,P.108 Shah Alam,N.40 Kota Anggerik,2,2
CVS,myNEWS,myNEWS @ Nexus Bangsar South (G Floor),3.1098379,101.6656176,"UNIT G-16B, GROUND FLOOR, NEXUS BANGSAR SOUTH, NO. 7, JALAN KERINCHI, 59200 KUALA LUMPUR, KUALA LUMPUR",Kuala Lumpur,P.121 Lembah Pantai,P.121 Lembah Pantai,2,2
CVS,myNEWS,myNEWS @ LRT Ara Damansara,3.1099914,101.5868749,"C02 & C03, STESEN LRT ARA DAMANSARA, 1017, JALAN PEMAJU U1/15, HICOM - GLENMARIE INDUSTRIAL PARK, 40150 SHAH ALAM, SELANGOR",Selangor,P.105 Petaling Jaya,N.32 Seri Setia,2,2
CVS,myNEWS,myNEWS @ PJ 33 (G Floor),3.1104791,101.6370921,"UNIT PG-05B, PJ 33, NO. 3, JALAN PROFESSOR KHOO KAY, SEKSYEN 13, 46100 PETALING JAYA, SELANGOR",Selangor,P.105 Petaling Jaya,N.34 Bukit Gasing,2,2
CVS,myNEWS,myNEWS @ Evolve Concept Mall (G Floor),3.1105231,101.5860622,"LOT EV-G-24, GROUND FLOOR, EVOLVE CONCEPT MALL, JALAN PJU 1A/4, ARA DAMANSARA, 47301 PETALING JAYA, SELANGOR",Selangor,P.105 Petaling Jaya,N.32 Seri Setia,2,2
CVS,myNEWS,myNEWS @ LRT Taman Bahagia,3.1107978,101.6125253,"STESEN LRT TAMAN BAHAGIA, SEKSYEN SS2, JALAN SS2/3, 47301 PETALING JAYA, SELANGOR",Selangor,,,2,2
CVS,myNEWS, myNEWS (Maru Kafe) @ PJ Centerstage (G Floor),3.1112552,101.638982,"UNIT G-03, GROUND FLOOR, PJ CENTRESTAGE, NO. 1, JALAN 13/1, SEKSYEN 13, 46100 PETALING JAYA, SELANGOR",Selangor,P.105 Petaling Jaya,N.34 Bukit Gasing,2,2
CVS,myNEWS,myNEWS (Maru Kafe) @ 3 TWO Square,3.111352,101.631979,"UNIT C-11-1, GROUND FLOOR 3 TWO SQUARE NO. 2, JALAN 19/1, 46300 PETALING JAYA, SELANGOR",Selangor,,,2,2
CVS,myNEWS,myNEWS @ Pacific Place Commercial Center (1st Floor),3.1114255,101.5861747,"D-01-07, BLOCK D, PACIFIC PLACE COMMERCIAL CENTRE, JALAN PJU 1A/4, ARA DAMANSARA, 47301 PETALING JAYA, SELANGOR",Selangor,P.105 Petaling Jaya,N.32 Seri Setia,2,2
CVS,myNEWS,"myNEWS (Maru Kafe) @ Trefoil, Setia City (1st Floor)",3.111487,101.460639,"RS-1-5 BLOCK C, TREFOIL@SETIA CITY, NO. 2, JALAN SETIA DAGANG AH U13/AH, SEKSYEN U13, SETIA ALAM, 40170 SHAH ALAM, SELANGOR",Selangor,P.108 Shah Alam,N.40 Kota Anggerik,2,2
CVS,myNEWS,myNEWS (Maru Kafe) @ LRT Lembah Subang,3.1122028,101.5912178,"LOT C01 $ C02, CONCOURSE LEVEL LRT LEMBAH SUBANG DI ATAS SEBAHAGIAN LOT 32453, JLN LEMBAH SUBANG, PJU 1A/46, TAMAN PUTRA DAMAI ARA JAYA, 47301 PETALING JAYA, SELANGOR",Selangor,P.105 Petaling Jaya,N.32 Seri Setia,2,2
CVS,myNEWS,myNEWS (Maru Kafe) @ Bangunan Plaza PPUM,3.11306,101.6515739,"RUANG NIAGA DI HENTIAN TEKSI PLAZA, BANGUNAN PLAZA PUSAT PERUBATAN UNIVERSITI MALAYA PPUM (UTARA), 50603 KUALA LUMPUR, KUALA LUMPUR",Kuala Lumpur,,,2,2
CVS,myNEWS,myNEWS @ J. Dupion Residences (G Floor),3.113524,101.7261858,"LOT 01-05, J. DUPION RESIDENCES JALAN SEMBILANG TAMAN TENAGA, 56000 KUALA LUMPUR, KUALA LUMPUR",Kuala Lumpur,P.123 Cheras,P.123 Cheras,2,2
CVS,myNEWS,myNEWS @ KL Gateway (LG1 Floor),3.1135471,101.6628453,"LG1-03, PUSAT BELI BELAH KL GATEWAY, NO. 2, JALAN KERINCHI, GERBANG KERINCHI LESTARI, 59200 KUALA LUMPUR, KUALA LUMPUR",Kuala Lumpur,P.121 Lembah Pantai,P.121 Lembah Pantai,2,2
CVS,myNEWS,myNEWS (Maru Kafe) @ KL Gateway (LG2 Floor),3.113744,101.6629931,"LG2-05, PUSAT BELI BELAH KL GATEWAY, NO. 2, JALAN KERINCHI, GERBANG KERINCHI LESTARI, 59200 KUALA LUMPUR, KUALA LUMPUR",Kuala Lumpur,P.121 Lembah Pantai,P.121 Lembah Pantai,2,2
CVS,myNEWS,myNEWS (Maru Kafe) @ KL Eco City Mall (UG Level),3.1143191,101.6630105,"LOT UG-16, KL ECO CITY MALL PANTAI BARU, JALAN BANGSAR, 59200 KUALA LUMPUR, KUALA LUMPUR",Kuala Lumpur,P.121 Lembah Pantai,P.121 Lembah Pantai,2,2
CVS,myNEWS,myNEWS (Maru Kafe) @ Ara Damansara Medical Centre,3.1146523,101.5650911,"Rotunda, Ground Floor, Ara Damansara Ctr Lot 2, Jalan Lapangan Terbang Subang Seksyen U2, 40150 SHAH ALAM, SELANGOR",Selangor,P.105 Petaling Jaya,N.32 Seri Setia,2,2
CVS,myNEWS,myNEWS @ Oasis Village (G Floor),3.1148184,101.574914,"LOUNGE 2, GROUND FLOOR, OASIS VILLAGE, NO 2, JALAN PJU 1A/7A, OASIS SQUARE, OASIS DAMANSARA, 47301 PETALING JAYA, SELANGOR",Selangor,P.105 Petaling Jaya,N.32 Seri Setia,2,2
CVS,myNEWS,myNEWS (Maru Kafe) @ Plaza Pantai (G Floor),3.1154159,101.6679857,"LOT NO. D1.18A, GROUND FLOOR PLAZA PANTAI, OFF JALAN PANTAI BARU, 59200 KUALA LUMPUR, KUALA LUMPUR",Kuala Lumpur,P.121 Lembah Pantai,P.121 Lembah Pantai,2,2
CVS,myNEWS,myNEWS (Maru Kafe) @ Axis Business Park,3.1160788,101.6396625,"Ground Floor, Block C of Axis Business Park No.10, Jalan Bersatu 13/4 Petaling Jaya, 46200 PETALING JAYA, SELANGOR",Selangor,P.105 Petaling Jaya,N.34 Bukit Gasing,2,2
CVS,myNEWS,myNEWS @ H20 Residences (G Floor),3.116208,101.577039,"G-03A, GROUND FLOOR BLOCK D, H2O RESIDENCES @ ARA DAMANSARA NO. 1, JALAN PJU 1A/3, 47301 PETALING JAYA, SELANGOR",Selangor,P.105 Petaling Jaya,N.32 Seri Setia,2,2
CVS,myNEWS,myNEWS (Maru Kafe) @ Menara Telekom (LG Floor),3.117102,101.6676877,"SHOP 3, LG 1, MENARA TELEKOM, JALAN PANTAI BARU, 50672 KUALA LUMPUR, KUALA LUMPUR",Kuala Lumpur,P.121 Lembah Pantai,P.121 Lembah Pantai,2,2
CVS,myNEWS,myNEWS (Maru Kafe) @ Jaya One (G Floor),3.1175568,101.6357978,"D-57-G, THE SUITE, BLOCK D, JAYA ONE, JALAN UNIVERSITI, 46200 PETALING JAYA, SELANGOR",Selangor,P.105 Petaling Jaya,N.34 Bukit Gasing,2,2
CVS,myNEWS,myNEWS (Maru Kafe) @ Centrepoint South Mid Valley (Lobby Level),3.1176854,101.6774338,"SUITE 1.01, LOBBY LEVEL CENTREPOINT SOUTH, MID VALLEY CITY LINGKARAN SYED PUTRA, 59200 KUALA LUMPUR, KUALA LUMPUR",Kuala Lumpur,P.121 Lembah Pantai,P.121 Lembah Pantai,2,2
CVS,myNEWS,myNEWS (Maru Kafe) @ Mid Valley Megamall (G Floor),3.1176854,101.6774338,"G(E)-006, GROUND FLOOR, MID VALLEY MEGAMALL, MID VALLEY CITY, LINGKARAN SYED PUTRA, 59200 KUALA LUMPUR, KUALA LUMPUR",Kuala Lumpur,P.121 Lembah Pantai,P.121 Lembah Pantai,2,2
CVS,myNEWS,myNEWS @ Mid Valley Megamall (LG Floor),3.1176854,101.6774338,"LG065, MID VALEY MEGAMALL, MID VALLEY CITY, LINGKARAN SYED PUTRA, 59200 KUALA LUMPUR, KUALA LUMPUR",Kuala Lumpur,P.121 Lembah Pantai,P.121 Lembah Pantai,2,2
CVS,myNEWS,myNEWS @ Tesco Ara Damansara (1st Floor),3.11881,101.57627,"F-16, FIRST FLOOR, TESCO ARA DAMANSARA, NO.1, JALAN PJU 1A/3A, ARA DAMANSARA, PJU 1A, 47301 PETALING JAYA, SELANGOR",Selangor,P.105 Petaling Jaya,N.32 Seri Setia,2,2
CVS,myNEWS,myNEWS @ The Gardens Mall (P1 Floor),3.118859,101.676093,"LOT P1-K02, K03 & K04, LEVEL P1, THE GARDENS MALL, MID VALLEY CITY, LINGKARAN SYED PUTRA, 59200 KUALA LUMPUR, KUALA LUMPUR",Kuala Lumpur,P.121 Lembah Pantai,P.121 Lembah Pantai,2,2
CVS,myNEWS,myNEWS @ KTM Abdullah Hukum,3.1189756,101.6736345,"KIOSK 3, PLATFORM 1 STESEN KOMUTER ABDULLAH HUKUM, 50450 KUALA LUMPUR, KUALA LUMPUR",Kuala Lumpur,P.121 Lembah Pantai,P.121 Lembah Pantai,2,2
CVS,myNEWS,myNEWS @ KTM Mid Valley,3.1190933,101.6787049,"STESEN KOMUTER MID VALLEY, LINGKARAN SYED PUTRA, 59200 KUALA LUMPUR, KUALA LUMPUR",Kuala Lumpur,P.121 Lembah Pantai,P.121 Lembah Pantai,2,2
CVS,myNEWS,myNEWS @ KL Ecocity Mall (UG Floor),3.1194778,101.6744505,"LOT UG-02, KL ECOCITY MALL PANTAI BARU, JALAN BANGSAR, 59200 KUALA LUMPUR, KUALA LUMPUR",Kuala Lumpur,P.121 Lembah Pantai,P.121 Lembah Pantai,2,2
CVS,myNEWS,myNEWS (Maru Kafe) @ 28 Boulevard (G Floor),3.1194853,101.7457332,"G-13, 28 BOULEVARD, JALAN PERDANA 3/10 PANDAN PERDANA, 55300 KUALA LUMPUR, WILAYAH PERSEKUTUAN",Selangor,,,2,2
CVS,myNEWS,myNEWS (Maru Kafe) @ M Vertica,3.1197226,101.7281146,"G-07, Ground Floor. Tower A, M Vertica Retial Shop, No.555, Jalan Cheras, , 56000 KUALA LUMPUR, KUALA LUMPUR",Kuala Lumpur,P.123 Cheras,P.123 Cheras,2,2
CVS,myNEWS,myNEWS @ Sunwaymas Commercial Center,3.1204269,101.598835,"32-1, JALAN PJU 1/3A SUNWAYMAS COMMERCIAL CENTER, 47301 PETALING JAYA, SELANGOR",Selangor,P.106 Damansara,N.36 Bandar Utama,2,2
CVS,myNEWS,myNEWS @ LRT Abdullah Hukum,3.123388,101.6765066,"N1, STESEN LRT ABDULLAH HUKUM, JALAN BANGSAR, 59200 KUALA LUMPUR, KUALA LUMPUR",Kuala Lumpur,P.121 Lembah Pantai,P.121 Lembah Pantai,2,2
CVS,myNEWS,myNEWS (Maru Kafe) @ Viva Shopping Mall (LG Floor),3.123606,101.718612,"LG-03A-1, LG-03-2 & LG-03A-B LOWER GROUND FLOOR, VIVA SHOPPING MALL NO. 85, JALAN LOKE YEW, 55200 KUALA LUMPUR, KUALA LUMPUR",Kuala Lumpur,P.123 Cheras,P.123 Cheras,2,2
CVS,myNEWS,myNEWS @ AEON Taman Maluri (B2 Floor),3.125961,101.728666,"LOT B203, AEON TAMAN MALURI SHOPPING CENTRE JALAN JEJAKA TAMAN MALURI CHERAS, 55100 KUALA LUMPUR, KUALA LUMPUR",Kuala Lumpur,P.123 Cheras,P.123 Cheras,2,2
CVS,myNEWS,myNEWS (Maru Kafe) @ AEON Taman Maluri (G Floor),3.126251,101.728402,"LOT G01, AEON TAMAN MALURI SHOPPING CENTRE JALAN JEJAKA TAMAN MALURI CHERAS, 55100 KUALA LUMPUR, KUALA LUMPUR",Kuala Lumpur,P.123 Cheras,P.123 Cheras,2,2
CVS,myNEWS,myNEWS @ Atria Shopping Gallery (Concourse),3.127175,101.616584,"C13A, CONCOURSE FLOOR, ATRIA SHOPPING GALLERY, JALAN SS22/23, DAMANSARA JAYA,, 47400 PETALING JAYA, SELANGOR",Selangor,P.106 Damansara,N.36 Bandar Utama,2,2
CVS,myNEWS,myNEWS (Maru Kafe) @ Phileo Damansara 1 (G Floor),3.1276672,101.6433688," UNIT 105, BLOCK A, PHILEO DAMANSARA 1, PUSAT DAGANGAN PHILEO DAMANSARA, NO. 9, JALAN 16/11,, 46350 PETALING JAYA, SELANGOR",Selangor,,,2,2
CVS,myNEWS,myNEWS (Maru Kafe) @ LRT Bangsar,3.1277196,101.6791821,"STESEN LRT BANGSAR, LOT 349, JALAN & JALAN BANGSAR, SEKSYEN 96, 50470 KUALA LUMPUR, KUALA LUMPUR",Kuala Lumpur,P.121 Lembah Pantai,P.121 Lembah Pantai,2,2
CVS,myNEWS,myNEWS @ Sunway Velocity Mall (B1 Floor),3.127778,101.724497,"UNIT NO B-20, BASEMENT ONE, SUNWAY VELOCITY MALL, 80, JALAN CHERAS, MALURI, 55100 KUALA LUMPUR, KUALA LUMPUR",Kuala Lumpur,P.123 Cheras,P.123 Cheras,2,2
CVS,myNEWS,myNEWS @ V Residence 3 (1st Floor),3.1278714,101.7248453,"V RESIDENCE 3, VR3-01-03A, LINGKARAN SV1, SUNWAY VELOCITY, 55100 KUALA LUMPUR, KUALA LUMPUR",Kuala Lumpur,P.123 Cheras,P.123 Cheras,2,2
CVS,myNEWS,myNEWS (Maru Kafe) @ Ara Kiri Lucky Garden,3.128044,101.6701682,"NO. 32 (GROUND FLOOR) PERSIARAN ARA KIRI LUCKY GARDEN, 59100 KUALA LUMPUR, KUALA LUMPUR",Kuala Lumpur,P.121 Lembah Pantai,P.121 Lembah Pantai,2,2
CVS,myNEWS,myNEWS @ Seventeen Mall (1st Floor),3.12878,101.63488,"L1-08, LEVEL 1, SEVENTEEN MALL SECTION 17, 46400 PETALING JAYA, SELANGOR",Selangor,,,2,2
CVS,myNEWS,myNEWS @ V Residence 2 (1st Floor),3.1291365,101.7229355,"VR2 SHOP NO. 01-03A LINGKARAN SV 3 SUNWAY VELOCITY, 55100 KUALA LUMPUR, KUALA LUMPUR",Kuala Lumpur,P.123 Cheras,P.123 Cheras,2,2
CVS,myNEWS,myNEWS @ Bangsar Village (LG Floor),3.1297079,101.6710662,"LG 12, BANGSAR VILLAGE, NO 1, JALAN TELAWI 1, BANGSAR BARU, 59100 KUALA LUMPUR, KUALA LUMPUR",Kuala Lumpur,P.121 Lembah Pantai,P.121 Lembah Pantai,2,2
CVS,myNEWS,myNEWS @ KWSP Damansara Fairway (G Floor),3.1299138,101.5943621,"LOT NO. G.02, GF, BANGUNAN KWSP@DAMANSARA FAIRWAY, 6A, PERSIARAN TROPICANA, TROPICANA GOLF & COUNTRY RESORT, 47400 PETALING JAYA, SELANGOR",Selangor,,,2,2
CVS,myNEWS,myNEWS @ Tropicana City Mall (LG Floor),3.130799,101.627043,"LOT LG-08, LG, TROPICANA CITY MALL, NO. 3, JALAN SS 20/27, 47400 PETALING JAYA, SELANGOR",Selangor,,,2,2
CVS,myNEWS,myNEWS (Maru Kafe) @ Plaza Sentral (G Floor),3.131811,101.6840211,"1B-G-2, BLOCK 1B, PLAZA SENTRAL, JALAN SENTRAL, 50470 KUALA LUMPUR, KUALA LUMPUR",Kuala Lumpur,,,2,2
CVS,myNEWS,myNEWS @ Mid-Point Shopping Complex (G Floor),3.132081,101.7525116,"R.G.07 & S.C.07, MID POINT SHOPPING COMPLEX, JALAN PANDAN INDAH 1/25, PANDAN INDAH, 55100 KUALA LUMPUR, KUALA LUMPUR",Selangor,,,2,2
CVS,myNEWS,myNEWS (Maru Kafe) @ Skypark Terminal (G Floor),3.1327731,101.5543458,"LOT NO. G5, SKYPARK TERMINAL, LAPANGAN TERBANG SULTAN ABDUL AZIZ SHAH, 47200 SUBANG, SELANGOR",Selangor,P.107 Sungai Buloh,N.39 Kota Damansara,2,2
CVS,myNEWS,myNEWS @ NU Sental (LG Floor),3.1328662,101.6871185,"LG 34, LOWER GROUND FLOOR, NU SENTAL, JALAN TUN SAMBATHAN, 50470 KUALA LUMPUR, KUALA LUMPUR",Kuala Lumpur,P.120 Bukit Bintang,P.120 Bukit Bintang,2,2
CVS,myNEWS,myNEWS @ SS21/60 Damansara Utama,3.1330031,101.6219882,"57-G, JALAN SS21/60, DAMANSARA UTAMA, 47400 PETALING JAYA, SELANGOR",Selangor,P.106 Damansara,N.36 Bandar Utama,2,2
CVS,myNEWS,myNEWS @ Axiata Tower (G Floor),3.1332254,101.6841478,"LEVEL 1 (GF), AXIATA TOWER, QUILL 7, NO. 9, JALAN STESEN SENTRAL 5, 50470 KUALA LUMPUR, KUALA LUMPUR",Kuala Lumpur,P.121 Lembah Pantai,P.121 Lembah Pantai,2,2
CVS,myNEWS,myNEWS @ KL Sentral (1st Floor) (1),3.13417,101.68611,"S192, LEVEL 1, KL SENTRAL STATION, 50470 KUALA LUMPUR, KUALA LUMPUR",Kuala Lumpur,,,2,2
CVS,myNEWS,myNEWS (Maru Kafe) @ Scott Villa Condo (G Floor),3.1341714,101.6926469,"33-1-3, SCOTT VILLA CONDO JALAN SCOTT BRICKFIELDS, 50470 KUALA LUMPUR, KUALA LUMPUR",Kuala Lumpur,P.120 Bukit Bintang,P.120 Bukit Bintang,2,2
CVS,myNEWS,myNEWS (Maru Kafe) @ KL Sentral (1st Floor) (2),3.134233,101.6866456,"SPACE NO. 21210, 1211 & 1212, LEVEL 1, KL SENTRAL STATION, 50470 KUALA LUMPUR, KUALA LUMPUR",Kuala Lumpur,,,2,2
CVS,myNEWS,myNEWS (Maru Kafe) @ SS20/11 Damansara Kim,3.1345946,101.6271038,"NO. 43 (GF), JALAN SS20/11 DAMANSARA KIM, 47400 PETALING JAYA, SELANGOR",Selangor,,,2,2
CVS,myNEWS,myNEWS (Maru Kafe) @ SS 21/39 Damansara Utama,3.135386,101.621435,"GROUND FLOOR, NO. 64 JALAN SS21/39, DAMANSARA UTAMA, 47400 PETALING JAYA, SELANGOR",Selangor,P.106 Damansara,N.36 Bandar Utama,2,2
CVS,myNEWS,myNEWS (Maru Kafe) @ SS2 Damansara Utama,3.135386,101.621435,"NO. 40. JALAN SS2/61, 47300 PETALING JAYA, SELANGOR",Selangor,P.106 Damansara,N.36 Bandar Utama,2,2
CVS,myNEWS,myNEWS @ Tropicana Avenue (G Floor),3.1362161,101.5950348,"LOT 23A, TROPICANA AVENUE, PERSIARAN TROPICANA, 47410 PETALING JAYA, SELANGOR",Selangor,,,2,2
CVS,myNEWS,myNEWS @ LRT Cempaka,3.1382768,101.7529654,"STESEN STAR-LRT CEMPAKA, JALAN PANDAN INDAH 23, PANDAH INDAH, AMPANG, 68000 KUALA LUMPUR, KUALA LUMPUR",Selangor,P.100 Pandan,N.21 Pandan Indah,2,2
CVS,myNEWS,myNEWS @ Centerpoint (G Floor),3.1383342,101.6107625,"LOT G30, GROUND FLOOR CENTREPOINT, NO. 3, LEBUH BANDAR UTAMA, BANDAR UTAMA,, 47800 PETALING JAYA, SELANGOR",Selangor,P.106 Damansara,N.36 Bandar Utama,2,2
CVS,myNEWS,myNEWS @ LRT Pasar Seni,3.14229,101.69556,"STATION PASAR SENI, JALAN SULTAN MUHAMED, 50150 KUALA LUMPUR, KUALA LUMPUR",Kuala Lumpur,P.120 Bukit Bintang,P.120 Bukit Bintang,2,2
CVS,myNEWS,myNEWS @ Bangsar Shopping Center (LG Floor),3.1431754,101.6673653,"LOT KIOSK 2, LG FLOOR, BANGSAR SHOPPING CENTRE, 285, JALAN MAAROF, BUKIT BANDARAYA, 59000 KUALA LUMPUR, KUALA LUMPUR",Kuala Lumpur,P.117 Segambut,P.117 Segambut,2,2
CVS,myNEWS,myNEWS @ LRT Plaza Rakyat,3.1440118,101.7022576,"STESEN STAR-LRT PLAZA RAKYAT, BANGUNAN PLAZA RAKYAT, JALAN PUDU, 55100 KUALA LUMPUR, KUALA LUMPUR",Kuala Lumpur,P.120 Bukit Bintang,P.120 Bukit Bintang,2,2
CVS,myNEWS,myNEWS @ Stesen Pasar Seni,3.1440821,101.6954265,"K01, PLATFORM LEVEL STESEN PASAR SENI JALAN SULTAN MUHAMED, 50150 KUALA LUMPUR, KUALA LUMPUR",Kuala Lumpur,P.120 Bukit Bintang,P.120 Bukit Bintang,2,2
CVS,myNEWS,myNEWS (Maru Kafe) @ Tower 1 RHB Center (6th Floor),3.1440977,101.7221481,"LEVEL 6, TOWER ONE, RHB CENTRE, JALAN TUN RAZAK, 50400 KUALA LUMPUR, KUALA LUMPUR",Kuala Lumpur,P.119 Titiwangsa,P.119 Titiwangsa,2,2
CVS,myNEWS,myNEWS @ 1 Utama (LG Floor) (2),3.1450867,101.6072453,"LG 317, ONE UTAMA SHOPPING CENTRE, BANDAR UTAMA, 47800 PETALING JAYA, SELANGOR",Selangor,P.106 Damansara,N.36 Bandar Utama,2,2
CVS,myNEWS,myNEWS @ Pudu Sentral (2nd Floor),3.1455193,101.7010218,"T2-9, TINGKAT 2, UTCKL @ PUDU SENTRAL, JALAN PUDU,, 55100 KUALA LUMPUR, KUALA LUMPUR",Kuala Lumpur,P.120 Bukit Bintang,P.120 Bukit Bintang,2,2
CVS,myNEWS,myNEWS (Maru Kafe) @ Bukit Bintang,3.1459873,101.7077285,"GROUND FLOOR 140 & 142, JALAN BUKIT BINTANG,, 55100 KUALA LUMPUR, KUALA LUMPUR",Kuala Lumpur,P.120 Bukit Bintang,P.120 Bukit Bintang,2,2
CVS,myNEWS,myNEWS (Maru Kafe) @ Tengkat Tong Shin,3.1459873,101.7077285,"N0. 33, TENGKAT TONG SHIN KUALA LUMPUR, 50200 KUALA LUMPUR, KUALA LUMPUR",Kuala Lumpur,P.120 Bukit Bintang,P.120 Bukit Bintang,2,2
CVS,myNEWS,myNEWS (Maru Kafe) @ DC Mall (G Floor),3.146406,101.6619177,"LOT G-03A, GF, DC MALL, PLAZA DC, DAMANSARA CITY, 6, JALAN DAMANLELA, 50490 KUALA LUMPUR, KUALA LUMPUR",Kuala Lumpur,P.117 Segambut,P.117 Segambut,2,2
CVS,myNEWS,myNEWS (Maru Kafe) @ Menara KPMG (G Floor),3.1466337,101.6174378,"LOT G 03.1, GROUND FLOOR, MENARA KPMG, 8 FIRST AVENUE, BANDAR UTAMA, 47800 PETALING JAYA, SELANGOR",Selangor,P.106 Damansara,N.36 Bandar Utama,2,2
CVS,myNEWS,myNEWS (Maru Kafe) @ Pavilion Damansara Heights,3.1467278,101.6632168,"LOT 1.32.00, LEVEL 1 PAVILION DAMANSARA HEIGHTS JALAN BERINGIN, 50490 BUKIT DAMANSARA, KUALA LUMPUR",Kuala Lumpur,P.117 Segambut,P.117 Segambut,2,2
CVS,myNEWS,myNEWS @ Pacific Express Hotel (G Floor),3.1471128,101.6960943,"NO.G.02, GROUND FLOOR, PACIFIC EXPRESS HOTEL, JALAN HANG KASTUR, 50050 KUALA LUMPUR, KUALA LUMPUR",Kuala Lumpur,P.120 Bukit Bintang,P.120 Bukit Bintang,2,2
CVS,myNEWS,myNEWS (Maru Kafe) @ 231TR Serviced Suites (G Floor),3.1471447,101.7221526,"LOT G-02, 231TR SERVICED SUITES, JALAN TUN RAZAK, 50400 KUALA LUMPUR, KUALA LUMPUR",Kuala Lumpur,P.119 Titiwangsa,P.119 Titiwangsa,2,2
CVS,myNEWS,myNEWS @ Pavillion KL (2M Floor),3.1473582,101.7118717,"LOT 2M.08.00 & 2M.09.00, LEVEL 2M, PAVILION KL, 168, JALAN BUKIT BINTANG, 55100 KUALA LUMPUR, KUALA LUMPUR",Kuala Lumpur,P.120 Bukit Bintang,P.120 Bukit Bintang,2,2
CVS,myNEWS,myNEWS (Maru Kafe) @ Cova Square Kota Damansara (G Floor),3.1474439,101.5754342,"NO. 15, GROUND FLOOR COVA SQUARE KOTA DAMANSARA, 47810 PETALING JAYA, SELANGOR",Selangor,P.107 Sungai Buloh,N.39 Kota Damansara,2,2
CVS,myNEWS,myNEWS @ One Utama Shopping Centre (LG Floor),3.1480679,101.6164417,"LG 120, ONE UTAMA SHOPPING CENTRE, BANDAR UTAMA, 47800 PETALING JAYA, SELANGOR",Selangor,P.106 Damansara,N.36 Bandar Utama,2,2
CVS,myNEWS,myNEWS (Maru Kafe) @GSC 1 Utama,3.1481616,101.616486,"EK-5, Lot EZ402A, 4th Floor, One Utama Shopping Centre, Bandar Utama, 47800 PETALING JAYA, SELANGOR",Selangor,P.106 Damansara,N.36 Bandar Utama,2,2
CVS,myNEWS,myNEWS (Maru Kafe) @ Seksyen U3 Shah Alam,3.148883,101.5445994,"NO. 29C (GF) JALAN DINAR G U3/G SEKSYEN U3, 40150 SHAH ALAM, SELANGOR",Selangor,P.107 Sungai Buloh,N.39 Kota Damansara,2,2
CVS,myNEWS,myNEWS @ LRT Masjid Jamek,3.1489493,101.695642,"MASJID JAMEK STATION (AMPANG LINE), STESYEN STAR-LRT MASJID JAMEK JALAN TUN PERAK, 50050 KUALA LUMPUR, KUALA LUMPUR",Kuala Lumpur,P.120 Bukit Bintang,P.120 Bukit Bintang,2,2
